id_pengujiansungai,nama_sungai,lat,lng,waktu_pengujian,periode_uji,temperature,tds,tss,debit,ph,bod,cod,do,total_phospate_po4,nitrate_no3,arsenic_as,cobalt_co,boron_b,selenium_se,cadmium_cd,chrom_hexavalen_cr6,copper_cu,lead_pb,mercury_hg,zinc_zn,cyanide_cn,flouride_f,nitrite_no2,free_chlorine_cl2,sulfide_h2s,ammonia,chloride_cl,iron_fe,manganese_mn,barium_ba,sulfat,fecal_coliform,total_coliform,oil_fat,detergent_mbas,phenol
1,CIPARIGI-Hulu,-6.5495,106.8112,20100401,2010-I,26,82,35,0.3,7.6,3.2,8.1,8.6,0.048,0.06,-,-,0.06,-,0.001,0.002,0.004,0.005,-,0.02,0.003,0.06,0.004,-,6.8,-,-,-,-,-,-,-,36000,0.1,0.086,0.003
